,id,name,NN ը/կ,"Հայտարարատու սեփականատիրոջ անունը, ազգանունը, հայրանունը",Տվյալ տարվա սկզբում առկա տրանսպորտի տեսակը,"Մակնիշը, սերիան",Թողարկման տարին,Նույնականացման համարը,"Տրանսպորտի միջոցը ձեռք բերելու օրը, ամիսը, տարին",Տրանսպորտի միջոցը ձեռք բերելու եղանակը,Առկա է տվյալ տարվա վերջում
77,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105410,ԱՐԱՄ ՊՈՂՈՍՅԱՆ ՎԼԱԴԻՄԻՐԻ,1.,ԱՐԱՄ ՊՈՂՈՍՅԱՆ ՎԼԱԴԻՄԻՐԻ,Մարդատար ավտոմոբիլային տրանսպորտի միջոց,MERCEDES-BENZ Պաշտպանված,2007,Պաշտպանված,03/04/2018,Գնում,Պաշտպանված
78,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105427,ՄՈՒՇԵՂ ԲԱԲԱՅԱՆ ԱՎԵՏԻՔԻ,Տվյալներ չկան,,,,,,,,
79,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105414,ՍԱՍՈՒՆ ԽԱՉԱՏՐՅԱՆ ՄՀԵՐԻ,Տվյալներ չկան,,,,,,,,
80,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105398,ԱՐՏԱԿ ՊՈՂՈՍՅԱՆ ՄԿՐՏԻՉԻ,1.,ԱՐՏԱԿ ՊՈՂՈՍՅԱՆ ՄԿՐՏԻՉԻ,Մարդատար ավտոմոբիլային տրանսպորտի միջոց,LEXUS Պաշտպանված,2020,Պաշտպանված,26/08/2021,Գնում,Պաշտպանված
81,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105433,ԱՆԻ ՄԽԻԿՅԱՆ ՎԱՐԴԱՆԻ,Տվյալներ չկան,,,,,,,,
82,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105268,ԼԻԼԻԹ ԱԼԵՔՍԱՆՅԱՆ ԿԱՐԵՆԻ,Տվյալներ չկան,,,,,,,,
83,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105266,ՀԱՅԿՈՒՀԻ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՀԱՅԿԻ,Տվյալներ չկան,,,,,,,,
84,https://registry.cpcarmenia.am/declaration/?id=1_1_2_103431,ԱՐԵՎԻԿ ԹՈՐՈՍՅԱՆ ՇԻՐԱԿԻ,Տվյալներ չկան,,,,,,,,
85,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105259,ՆԱՐԵԿ ՀԱՄԲԱՐՁՈՒՄՅԱՆ ԳԱԳԻԿԻ,1.,ՆԱՐԵԿ ՀԱՄԲԱՐՁՈՒՄՅԱՆ ԳԱԳԻԿԻ,Մարդատար ավտոմոբիլային տրանսպորտի միջոց,OPEL Պաշտպանված,2007,Պաշտպանված,26/12/2018,Գնում,Պաշտպանված
86,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105259,ՆԱՐԵԿ ՀԱՄԲԱՐՁՈՒՄՅԱՆ ԳԱԳԻԿԻ,2.,ՆԱՐԵԿ ՀԱՄԲԱՐՁՈՒՄՅԱՆ ԳԱԳԻԿԻ,Մարդատար ավտոմոբիլային տրանսպորտի միջոց,PORSCHE Պաշտպանված,2014,Պաշտպանված,31/10/2019,Գնում,Պաշտպանված
87,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105270,ՆԱՐԻՆԵ ՄԿՐՏՉՅԱՆ ՆՎԵՐԻ,Տվյալներ չկան,,,,,,,,
88,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105260,ՆԱԻՐԻ ՄԻՐԶՈՅԱՆ ՀԱՄԼԵՏԻ,Տվյալներ չկան,,,,,,,,
89,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105265,ՄԱՐԻԱՄ ԳԱԼՍՏՅԱՆ ԿԱՐԵՆԻ,Տվյալներ չկան,,,,,,,,
90,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105264,ԱՆՆԱ ՄԱՐՏԻՐՈՍՅԱՆ ՀԱՅԿԻ,1.,ԱՆՆԱ ՄԱՐՏԻՐՈՍՅԱՆ ՀԱՅԿԻ,Մարդատար ավտոմոբիլային տրանսպորտի միջոց,SUZUKI Պաշտպանված,2008,Պաշտպանված,17/08/2019,Գնում,Պաշտպանված
91,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105267,ԾՈՎԻՆԱՐ ՄԱՐԳԱՐՅԱՆ ՀԵՆՐԻԿԻ,Տվյալներ չկան,,,,,,,,
